ticker,event_date,move_pct,atr_pct,normalized_move,price_at_event,event_type,drug_name,catalyst_summary,catalyst_type,nct_id,indication,phase,is_pivotal,pivotal_evidence,press_release_url,primary_endpoint_met,primary_endpoint_result,ct_official_title,ct_phase,ct_enrollment,ct_conditions,ct_status,ct_sponsor,ct_allocation,ct_primary_completion,market_cap_m,current_price,cash_position_m,cash_runway_months,short_percent,institutional_ownership,analyst_target,analyst_rating,data_quality_score,errors,timestamp,data_quality_threshold_passed,is_valid_date,move_magnitude,move_class_abs,move_class_norm,move_class_combo,stock_relative_move
VSTM,2024-06-12,2.59,28.57,0.09,3.56,Gainer,avutometinib and defactinib,"Verastem Oncology (VSTM) presented initial interim safety and efficacy results from the ongoing RAMP 205 trial of avutometinib and defactinib with gemcitabine and nab-paclitaxel in first-line metastatic pancreatic cancer on June 1, 2024, at the ASCO Annual Meeting, close to June 12, 2024.[1]",Clinical Data,NCT06072781,recurrent low-grade serous ovarian cancer,Phase 2,True,Registration-directed trial with NDA submitted under Accelerated Approval pathway based on primary ORR data[1][2][3],,Yes,"Confirmed overall response rate (ORR) by blinded independent review in the primary analysis with June 30, 2024 cutoff[1]","A Phase 3, Randomized, Open-Label Study of Combination Therapy With Avutometinib Plus Defactinib Versus Investigator's Choice of Treatment in Patients With Recurrent Low-Grade Serous Ovarian Cancer (LGSOC) (RAMP 301)",PHASE3,270.0,Low Grade Serous Ovarian Cancer,RECRUITING,"Verastem, Inc.",RANDOMIZED,2028-10-15,446.65,5.93,137.71,12.0,0.22,0.99,16.62,strong_buy,0.82,,,True,True,Low,VeryLow,Noise,Low,Low
ATRA,2024-02-12,2.07,19.44,0.11,20.92,Gainer,ATRA,"Multiple ATRA-based clinical trial results were announced in early 2024, including ATRA/ATO regimen data for high-risk APL presented at the 2024 EHA Congress showing 88% event-free survival at 2 years.",Clinical Data,NCT04241276,Pancreatic Cancer,Phase 2,False,,,Unclear,"No results available as of early 2024; phase II trial protocol proposes testing GEM-NABP + ATRA to extend progression-free survival in locally advanced PDAC, building on phase IB safety data showing no excess toxicity and suggested efficacy with tumor shrinkage.[1][6][7]",Phase IIb Randomised Clinical Trial Repurposing ATRA as a Stromal Targeting Agent in a Novel Drug Combination for Pancreatic Cancer,PHASE2,170.0,Pancreatic Cancer,ACTIVE_NOT_RECRUITING,Queen Mary University of London,RANDOMIZED,2028-06-29,30.14,4.18,13.71,2.0,0.05,0.48,8.67,none,0.82,Event older than 730 days: 2024-02-12,,True,False,Low,VeryLow,Noise,Low,Low
ZNTL,2024-06-28,-2.62,23.96,0.11,4.09,Loser,azenosertib,The FDA placed a partial clinical hold on three azenosertib studies in June 2024 following the deaths of two trial participants in the ovarian cancer study due to presumed blood-related infection.,Clinical Data,NCT05128825,Platinum-resistant ovarian cancer (PROC) and other gynecological cancers including high-grade serous ovarian cancer,Phase 1/Phase 2,True,"DENALI Part 2 is registration-intent with topline data expected by end of 2026, designed to support FDA approval",,Unclear,DENALI Part 1b showed objective response rate of approximately 35% and median duration of response of 6.3 months in platinum-resistant ovarian cancer patients; Part 2 registration-intent data pending by end of 2026[2],"A Phase 2 Open-Label, Multicenter Study To Evaluate Efficacy And Safety Of ZN-c3 In Subjects With High-Grade Serous Ovarian, Fallopian Tube, Or Primary Peritoneal Cancer (DENALI / ZN-c3-005 / GOG-3066)",PHASE2,170.0,"High-Grade Serous Ovarian, Fallopian Tube or Primary Peritoneal Cancer",RECRUITING,"K-Group, Beta, Inc., a wholly owned subsidiary of Zentalis Pharmaceuticals, Inc",RANDOMIZED,2026-12-01,156.7,2.42,280.7,25.0,0.08,0.57,5.31,buy,0.82,,,True,True,Low,VeryLow,Noise,Low,Low
SANA,2025-01-17,-2.77,19.83,0.14,3.16,Loser,UP421,"Sana Biotechnology announced positive clinical results from a first-in-human type 1 diabetes study of islet cell transplantation without immunosuppression on January 7, 2025, close to January 17, showing cell survival and insulin production at 12 weeks in one patient.",Clinical Data,NCT06239636,Type 1 diabetes,Phase 1,False,,,Yes,Met primary safety endpoint with no safety issues identified and evidence of cell survival confirmed by MRI in the transplanted patient.,First-in-human Safety Study of Hypoimmune Pancreatic Islet Transplantation in Adult Subjects With Type 1 Diabetes,EARLY_PHASE1,2.0,Type1diabetes,RECRUITING,Per-Ola Carlsson,,2025-05,1068.13,4.01,153.05,11.0,0.38,0.78,8.71,none,0.82,,,True,True,Low,VeryLow,Noise,Low,Low
MIST,2025-04-08,-4.25,42.42,0.1,0.65,Loser,pirfenidone solution for inhalation (AP01),"No clinical trial data or results for the MIST study (NCT06329401), a phase 2b trial of inhaled pirfenidone in progressive pulmonary fibrosis, were announced on or around 2025-04-08; only the trial protocol was published on 2025 Dec 25.[1]",Clinical Data,NCT06329401,Progressive Pulmonary Fibrosis,Phase 2b,False,,,Unclear,No clinical trial results available; primary endpoint is change from baseline in forced vital capacity at week 52.,"A Randomized, Double-Blind, Placebo-Controlled, Phase 2b Study Evaluating the Safety and Efficacy of Pirfenidone Solution for Inhalation (AP01) in Participants With PPF",PHASE2,375.0,Progressive Pulmonary Fibrosis,RECRUITING,Avalyn Pharma Inc.,RANDOMIZED,2027-06,144.79,1.7,82.58,22.0,0.11,0.42,6.6,none,0.82,,,True,True,Low,VeryLow,Noise,Low,Low
VYNE,2025-08-08,-5.31,51.47,0.1,0.36,Loser,Repibresib (VYN201),"VYNE Therapeutics announced topline results from its Phase 2b trial of repibresib gel for vitiligo on August 14, 2025, which missed primary endpoints of F-VASI50 and F-VASI75 but showed nominally significant effects in secondary endpoints for the 3% concentration.",Clinical Data,NCT06493578,non-segmental vitiligo,Phase 2b,False,,,No,Failed to meet primary endpoints of proportion achieving >50% improvement (F-VASI50) and >75% improvement (F-VASI75) in facial vitiligo score.,"A Randomized, Double-Blind, Vehicle-Controlled Phase 2b Trial Evaluating the Efficacy, Safety & Pharmacokinetics of VYN201 Gel in the Treatment of Non Segmental Vitiligo",PHASE2,200.0,Non-segmental Vitiligo,ACTIVE_NOT_RECRUITING,Vyne Therapeutics Inc.,RANDOMIZED,2025-07-10,19.8,0.59,32.7,10.0,0.02,0.27,2.0,none,0.82,,,True,True,Low,VeryLow,Noise,Low,Low
RZLT,2025-12-18,-7.96,64.96,0.12,1.85,Loser,RZLT,"Rezolute (RZLT) announced topline Phase 3 sunRIZE trial results for ersodetug in congenital hyperinsulinism on December 11, 2025, which missed primary and key secondary endpoints despite showing a 45% reduction in hypoglycemia events at the top dose compared to 40% placebo improvement (not statistically significant).[1][3]",Clinical Data,,congenital hyperinsulinism,Phase 3,True,Registrational study designed to support BLA filing; FDA alignment confirmed that study meets registrational requirements[7],,No,"Failed to meet primary endpoint of change in average weekly hypoglycemia events, with 45% reduction at top dose (10 mg/kg) versus 40% improvement in placebo arm, difference not statistically significant[3]",,,,,,,,,314.85,3.29,132.94,20.0,0.31,0.96,4.75,buy,0.55,,,False,True,Low,VeryLow,Noise,Low,Low
ANRO,2024-10-31,-3.47,35.48,0.1,3.89,Loser,ALTO-100,"Alto Neuroscience (ANRO) announced topline results from the Phase 2b trial of ALTO-100 for major depressive disorder (MDD) in October 2024, reporting no statistically significant improvement in the primary endpoint for biomarker-positive patients compared to placebo, though favorable safety and subgroup signals were noted.[1][4]",Clinical Data,NCT06656416,Major Depressive Disorder (MDD),Phase 2b,False,,,No,"ALTO-100 did not demonstrate statistically significant improvement in depressive symptoms compared to placebo in biomarker-positive patients, as measured by change from baseline in Montgomery-Åsberg Depression Rating Scale (MADRS).[2]","A Randomized, Double-Blind, Placebo-Controlled Study Followed by Open-Label Treatment of ALTO-100 in Adults With Bipolar Disorder Currently Experiencing a Major Depressive Episode",PHASE2,200.0,Bipolar Disorder I or II With a Major Depressive Episode,RECRUITING,Alto Neuroscience,RANDOMIZED,2026-08,547.39,17.62,137.82,31.0,0.08,0.79,31.25,strong_buy,0.82,,,True,True,Low,VeryLow,Noise,Low,Low
SGMO,2025-05-15,2.27,21.12,0.11,0.45,Gainer,isaralgagene civaparvovec (ST-920),"Sangamo Therapeutics presented detailed clinical data from the registrational STAAR study showing isaralgagene civaparvovec as a potential one-time, durable treatment for Fabry disease with positive eGFR slope results and durability of effect demonstrated for up to 4.5 years.",Clinical Data,NCT04046224,Fabry Disease,Phase 1/2,True,FDA agreed that 52-week mean annualized eGFR slope can serve as primary basis for approval under Accelerated Approval pathway; company initiated rolling BLA submission in December 2025[1][3],,Yes,"Positive mean annualized eGFR slope at 52 weeks across all dosed patients, which FDA agreed will serve as primary basis of approval[1][3]","A Phase I/II, Multicenter, Open-Label, Single-Dose, Dose-Ranging Study to Assess the Safety and Tolerability of ST-920, an AAV2/6 Human Alpha Galactosidase A Gene Therapy, in Subjects With Fabry Disease (STAAR)",PHASE1/PHASE2,33.0,Fabry Disease,COMPLETED,Sangamo Therapeutics,NON_RANDOMIZED,2025-04-10,143.02,0.38,29.62,4.0,0.07,0.18,3.81,buy,0.82,,,True,True,Low,VeryLow,Noise,Low,Low
SGMO,2024-08-22,-2.27,22.04,0.1,0.86,Loser,ST-920,No clinical trial data or results for SGMO were announced on or around 2024-08-22; the closest updates were Q2 2024 results on August 15 mentioning Fabry disease progress and mid-September 2024 data on sustained positive results in the STAAR trial.,Clinical Data,NCT04046224,Fabry Disease,Phase 1/2,True,"The FDA agreed that data from the Phase 1/2 STAAR study can serve as the primary basis for accelerated approval, using mean annualized eGFR slope at 52 weeks as an intermediate clinical endpoint[2]",,Yes,"Positive mean annualized estimated glomerular filtration rate (eGFR) slope at 52 weeks across all dosed patients, with stable cardiac function over one year and durability of alpha-galactosidase A activity maintained for up to 4.5 years[2]","A Phase I/II, Multicenter, Open-Label, Single-Dose, Dose-Ranging Study to Assess the Safety and Tolerability of ST-920, an AAV2/6 Human Alpha Galactosidase A Gene Therapy, in Subjects With Fabry Disease (STAAR)",PHASE1/PHASE2,33.0,Fabry Disease,COMPLETED,Sangamo Therapeutics,NON_RANDOMIZED,2025-04-10,143.02,0.38,29.62,4.0,0.07,0.18,3.81,buy,0.82,,,True,True,Low,VeryLow,Noise,Low,Low
FGEN,2025-03-10,2.75,24.89,0.11,9.52,Gainer,FG-3246,"FibroGen announced publication of Phase 1 monotherapy trial results for FG-3246 in metastatic castration-resistant prostate cancer on March 28, 2025, showing encouraging anti-cancer activity including 20% confirmed objective response rate and acceptable safety profile.[1]",Clinical Data,NCT06842498,Metastatic Castration-Resistant Prostate Cancer,Phase 1,False,,,Unclear,"Determined maximally tolerated dose of 2.7 mg/kg with encouraging anti-cancer activity including 20% confirmed objective response rate, 36% PSA50 response rate, and median radiographic progression-free survival of 8.7 months in evaluable patients.",A Phase 2 Dose Optimization Trial Evaluating a CD46-Targeted Antibody-Drug Conjugate (FG-3246) in Patients With Metastatic Castration-Resistant Prostate Cancer,PHASE2,75.0,Metastatic Castration-Resistant Prostate Cancer,RECRUITING,Kyntra Bio,RANDOMIZED,2028-03-31,,,,,,,,,0.55,"Missing financials: market_cap_m, current_price, cash_position_m",,False,True,Low,VeryLow,Noise,Low,Low
RAPT,2024-02-28,-3.67,28.6,0.13,69.28,Loser,zelnecirnon,"No clinical trial data or results were announced by RAPT on or around 2024-02-28; instead, the FDA placed clinical holds on the Phase 2 asthma and atopic dermatitis trials of zelnecirnon due to a single serious adverse event of severe liver injury.[1][2][3][4][5]",Clinical Data,NCT04593251,atopic dermatitis,Phase 2,False,,,Unclear,"Trials were placed on clinical hold by FDA due to severe liver injury SAE and closed before completing enrollment, with no endpoint results announced.","A Multicentre, SAD, and MAD Clinical Trial to Evaluate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of IV Treatment of CALY-002 in Healthy Subjects and Subjects With Celiac Disease and Eosinophilic Esophagitis",PHASE1,73.0,Eosinophilic Esophagitis; Celiac Disease,COMPLETED,Calypso Biotech BV,RANDOMIZED,2024-04-02,1677.4,57.92,157.34,21.0,0.12,1.1,58.0,hold,0.82,,,True,True,Low,VeryLow,Noise,Low,Low
VRCA,2025-03-31,2.08,17.87,0.12,4.42,Gainer,VP-315,"On March 31, 2025, Verrica reported Phase 2 data for VP-315 showing a 97% objective response rate and 51% complete histologic clearance in basal cell carcinoma treatment.",Clinical Data,NCT05188729,basal cell carcinoma,Phase 2,False,,,Yes,Achieved 97% objective response rate and 51% complete histologic clearance in basal cell carcinoma patients.,"A Phase 2, Multicenter, Open-label, Proof-of-concept Study With Safety Run-in to Evaluate the Safety, Pharmacokinetics, and Efficacy of VP-315 in Adult Subjects With Basal Cell Carcinoma",PHASE2,92.0,"Basal Cell Carcinoma; Skin Cancer; Cancer of the Skin, Basal Cell; Cancer of the Skin; Carcinoma",COMPLETED,Verrica Pharmaceuticals Inc.,NON_RANDOMIZED,2024-04-15,92.58,5.79,21.1,8.0,0.03,0.33,16.5,none,0.82,,,True,True,Low,VeryLow,Noise,Low,Low
SANA,2025-01-24,-3.15,25.3,0.12,3.38,Loser,UP421 (SC451),"Sana Biotechnology announced positive 6-month clinical results for its hypoimmune-modified pancreatic islet cell therapy (UP421) showing successful transplantation without immunosuppression, with results presented at the American Diabetes Association Annual Meeting and World Transplant Congress in early 2025.",Clinical Data,NCT06239636,Type 1 diabetes,Phase 1,False,,,Yes,Met primary safety endpoint with no safety issues observed following UP421 transplantation without immunosuppression.,First-in-human Safety Study of Hypoimmune Pancreatic Islet Transplantation in Adult Subjects With Type 1 Diabetes,EARLY_PHASE1,2.0,Type1diabetes,RECRUITING,Per-Ola Carlsson,,2025-05,1068.13,4.01,153.05,11.0,0.38,0.78,8.71,none,0.82,,,True,True,Low,VeryLow,Noise,Low,Low
SRPT,2025-08-05,-2.05,17.34,0.12,16.75,Loser,cemdisiran,"Sarepta announced Phase 2 results for cemdisiran showing a 2.3-point placebo-adjusted reduction in MG-ADL score at 24 weeks, surpassing the primary endpoint for generalized myasthenia gravis treatment.",Clinical Data,NCT03841448,generalized myasthenia gravis,Phase 3,True,Phase 3 trial met primary endpoint with planned U.S. regulatory submission for cemdisiran monotherapy in Q1 2026,,Yes,Met primary endpoint with 2.3-point placebo-adjusted reduction in MG-ADL score at 24 weeks for cemdisiran monotherapy,"A Phase 2, Randomized, Double-blind, Placebo-controlled Study of Cemdisiran in Adult Patients With IgA Nephropathy",PHASE2,31.0,"IgA Nephropathy (IgAN); Berger Disease; Glomerulonephritis, IgA",TERMINATED,Alnylam Pharmaceuticals,RANDOMIZED,2022-03-17,1978.38,18.88,850.99,41.0,0.25,0.9,21.43,hold,0.82,,,True,True,Low,VeryLow,Noise,Low,Low
RAPT,2024-03-04,-3.45,28.4,0.12,69.36,Loser,RPT904,"RAPT Therapeutics and Shanghai Jeyou Pharmaceutical announced positive topline data from a Phase 2 trial of RPT904 (JYB1904) in chronic spontaneous urticaria on April 9, 2024, showing comparable efficacy and safety to omalizumab with sustained effects at Week 16, but no announcements occurred on or around March 4, 2024.[1]",Clinical Data,NCT07220811,IgE-mediated food allergy,Phase 2b,False,,,Unclear,"Primary endpoint is the proportion of participants achieving a prespecified target threshold at a double-blind, placebo-controlled oral food challenge (DBPCFC) at Week 24; trial initiated but no topline results reported.","Phase 2b Randomized, Double-Blind, Placebo-Controlled Study of RPT904 as Monotherapy in Participants With IgE-Mediated Food Allergy",PHASE2,100.0,Ig-E Mediated Food Allergy,RECRUITING,"RAPT Therapeutics, Inc.",RANDOMIZED,2027-04,1677.4,57.92,157.34,21.0,0.12,1.1,58.0,hold,0.82,,,True,True,Low,VeryLow,Noise,Low,Low
ALT,2025-06-27,-3.05,7.72,0.4,3.5,Loser,pemvidutide,"Altimmune (ALT) announced positive topline results from the IMPACT Phase 2b trial of pemvidutide for MASH on or around June 2025, showing up to 59.1% MASH resolution without worsening of fibrosis at 24 weeks.[1][2]",Clinical Data,NCT06987513,Alcohol Use Disorder (AUD),Phase 2,False,,,Unclear,No topline data released around 2025-06-27; RECLAIM Phase 2 trial initiated in May 2025 and ongoing as of December 2025 with primary endpoint of change in heavy drinking days at week 24.,"RECLAIM STUDY: A Phase 2, Multicenter, Randomized, Double-blind, Placebo-controlled Study Evaluating the Efficacy and Safety of Pemvidutide in the Treatment of Alcohol Use Disorder (AUD) in Subjects With Obesity or Overweight",PHASE2,100.0,Alcohol Use Disorder (AUD),ACTIVE_NOT_RECRUITING,"Altimmune, Inc.",RANDOMIZED,2026-05,548.51,4.38,210.78,38.0,0.19,0.49,17.67,buy,0.82,,,True,True,Low,VeryLow,Noise,Low,Low
KROS,2024-12-18,-4.83,36.3,0.13,17.13,Loser,cibotercept,"Keros Therapeutics announced top-line results from the TROPOS Phase 2 trial of cibotercept in PAH on or around December 2024, including halting higher dose arms on December 12, 2024 due to pericardial effusions and full trial termination on January 15, 2025, ultimately discontinuing development in PAH.[1]",Clinical Data,NCT07202000,pulmonary arterial hypertension,Phase 2,False,,,Unclear,"Trial terminated early due to pericardial effusion safety events across all dose arms, with top-line data expected in Q2 2025.","Double-blind, Prospective, Randomized, Placebo-controlled Trial to Assess if Activin Ligand-trap Biological Therapy Can Improve Exercise Capacity and Cognitive Function in Heart Failure With Preserved Ejection Fraction Compared to Placebo.",PHASE2,48.0,Heart Failure With Preserved Ejection Fraction,NOT_YET_RECRUITING,Massachusetts General Hospital,RANDOMIZED,2027-07,493.55,16.2,693.47,,0.14,0.67,23.0,buy,0.82,,,True,True,Low,VeryLow,Noise,Low,Low
FGEN,2024-04-17,-2.31,21.39,0.11,31.75,Loser,FG-3246,"FibroGen announced positive interim data from a Phase 1b/2 study of FG-3246 in combination with enzalutamide for metastatic castration-resistant prostate cancer, presented at the 2024 ASCO Annual Meeting in May 2024.",Clinical Data,NCT06842498,Metastatic Castration-Resistant Prostate Cancer,Phase 1b/2,False,,,Yes,Positive interim data from Phase 1b/2 study of FG-3246 in combination with enzalutamide showed promising clinical activity and manageable safety profile.,A Phase 2 Dose Optimization Trial Evaluating a CD46-Targeted Antibody-Drug Conjugate (FG-3246) in Patients With Metastatic Castration-Resistant Prostate Cancer,PHASE2,75.0,Metastatic Castration-Resistant Prostate Cancer,RECRUITING,Kyntra Bio,RANDOMIZED,2028-03-31,,,,,,,,,0.55,"Missing financials: market_cap_m, current_price, cash_position_m",,False,True,Low,VeryLow,Noise,Low,Low
TBIO,2024-06-18,2.16,11.12,0.19,3.79,Gainer,,No clinical trial data or results were announced for TBIO on or around 2024-06-18; search results reference announcements from other companies like Cabaletta Bio (CABA) in June 2024 but nothing for TBIO.,Clinical Data,,,,,,,,,,,,,,,,,0.1,0.06,4.51,2.0,0.07,0.3,,none,0.45,,,False,True,Low,VeryLow,Noise,Low,Low
STRO,2025-03-20,-2.44,18.41,0.13,8.0,Loser,luveltamab tazevibulin,"Sutro Biopharma announced expanded clinical trial data from the dose-optimization portion of the REFRαME-O1 trial with luvelta in platinum-resistant ovarian cancer patients at the SGO 2025 meeting on March 15, 2025, showing consistent response rates across FRα expression levels of 25% or greater.",Clinical Data,NCT05870748,Platinum-resistant Ovarian Cancer,Phase 2/3,True,"REFRαME-O1 is a registration-directed trial in platinum-resistant ovarian cancer, with dose selection announced following FDA meeting",,Yes,"Selected 4.3 mg/kg dose from dose-optimization portion (Part 1) of REFRαME-O1 trial, showing consistent 25% response rates across FRα expression levels of 25% or greater in platinum-resistant ovarian cancer patients.",REFRaME-O1: A Phase 2/3 Open-label Study Evaluating the Efficacy and Safety of Luveltamab Tazevibulin (STRO-002) Versus Investigator's Choice (IC) Chemotherapy in Women With Relapsed Platinum-resistant Epithelial Ovarian Cancer (Including Fallopian Tube or Primary Peritoneal Cancers) Expressing Folate Receptor Alpha (FOLR1),PHASE2/PHASE3,600.0,Ovarian Cancer; Epithelial Ovarian Cancer; Fallopian Tube Cancer; Primary Peritoneal Cancer; Platinum-resistant Ovarian Cancer,TERMINATED,"Sutro Biopharma, Inc.",RANDOMIZED,2025-08-26,301.86,18.42,167.59,9.0,0.07,0.4,21.25,none,0.82,,,True,True,Low,VeryLow,Noise,Low,Low
CTMX,2024-05-13,-4.55,36.89,0.12,1.89,Loser,CX-2051,"CytomX Therapeutics (CTMX) announced positive Phase 1 clinical trial data for CX-2051 in advanced colorectal cancer on or around May 13, 2025, showing a 28% objective response rate and 94% disease control rate in 18 efficacy-evaluable patients.[1][6]",Clinical Data,NCT06265688,Advanced colorectal cancer,Phase 1,False,,,Yes,"CX-2051 demonstrated a 28% objective response rate and 94% disease control rate across prioritized dose levels in 18 efficacy-evaluable patients, with a median progression-free survival of 5.8 months and manageable safety profile with no dose-limiting toxicities reported.[1]",An Investigational Study of CX-2051 in Participants With Advanced Solid Tumors,PHASE1,124.0,"Solid Tumor, Adult",RECRUITING,CytomX Therapeutics,,2027-11-30,920.03,5.43,143.63,23.0,0.09,0.92,9.0,buy,0.82,,,True,True,Low,VeryLow,Noise,Low,Low
GRAL,2025-03-17,-2.05,16.95,0.12,29.13,Loser,Galleri,"No clinical trial data or results for GRAL (Galleri) were announced on or around March 17, 2025; PATHFINDER 2 results were announced on October 17, 2025.",Clinical Data,NCT05673018,multi-cancer early detection (12 deadly cancers),,True,central to FDA premarket approval submission and designed to demonstrate population-level impact for national screening program,,No,Did not meet primary endpoint of statistically significant reduction in combined Stage III–IV cancers,REACH Study: Galleri® in the Medicare Population.,,50000.0,Cancer,RECRUITING,"GRAIL, Inc.",NON_RANDOMIZED,2030-09,1957.3,50.21,540.13,19.0,0.15,0.78,114.4,buy,0.82,,,True,True,Low,VeryLow,Noise,Low,Low
SEPN,2025-02-26,3.26,31.13,0.1,5.7,Gainer,SEP-786,"Septerna announced the discontinuation of the SEP-786 Phase 1 clinical trial on February 18, 2025, due to two severe Grade 3 unconjugated bilirubin elevations in the multiple-ascending dose portion, which were reversible without liver injury, alongside early signals of on-target PTH1R agonist activity.[1]",Clinical Data,,hypoparathyroidism,Phase 1,False,,,No,"Trial discontinued due to two severe Grade 3 unconjugated bilirubin elevations in the multiple-ascending dose portion, which were reversible without liver injury.",,,,,,,,,1221.44,27.28,474.35,,0.07,1.03,33.86,strong_buy,0.55,,,False,True,Low,VeryLow,Noise,Low,Low
RZLT,2025-12-15,-9.44,73.75,0.13,1.63,Loser,ersodetug,"Rezolute announced Phase 3 sunRIZE trial results on December 11, 2025, showing the drug failed to meet its primary and key secondary endpoints for congenital hyperinsulinism, though it demonstrated a 45% reduction in hypoglycemia events compared to 40% in placebo.",Clinical Data,NCT06881992,congenital hyperinsulinism,Phase 3,True,Phase 3 registrational trial evaluating primary efficacy endpoints over six months[1][2][4],,No,"Failed primary endpoint of change from baseline in average number of hypoglycemia events per week, with 45% reduction for ersodetug (10 mg/kg) vs 40% improvement in placebo (not statistically significant)[1][2][4]","A Phase 3, Single-Arm, Open-label, Pivotal Study to Evaluate the Efficacy and Safety of Ersodetug Compared to Baseline in Patients With Inadequately Controlled Hypoglycemia Due to Tumor Hyperinsulinism (Tumor HI)",PHASE3,16.0,Tumor Hyperinsulinism (Tumor HI),RECRUITING,Rezolute,,2027-09,314.85,3.29,132.94,20.0,0.31,0.96,4.75,buy,0.82,,,True,True,Low,VeryLow,Noise,Low,Low
NKTR,2025-07-14,-2.4,18.82,0.13,24.41,Loser,rezpegaldesleukin,"Nektar Therapeutics (NKTR) announced positive 52-week Phase 2b REZOLVE-AD data for rezpegaldesleukin in atopic dermatitis in July 2025, showing durable efficacy with up to 83% of high-dose patients maintaining EASI-75 responses and a consistent safety profile.[1]",Clinical Data,NCT06136741,moderate to severe atopic dermatitis,Phase 2b,False,,,Yes,Achieved statistical significance on the primary endpoint of mean improvement in EASI from baseline at week 16.,"A Phase 2b, Randomized, Double-Blind, Parallel-Group, Placebo-Controlled Study to Evaluate the Efficacy and Safety of Rezpegaldesleukin in the Treatment of Adult Patients With Moderate-to-Severe Atopic Dermatitis (REZOLVE-AD)",PHASE2,396.0,Moderate to Severe Atopic Dermatitis,ACTIVE_NOT_RECRUITING,Nektar Therapeutics,RANDOMIZED,2025-05-06,2062.93,73.73,270.21,17.0,0.16,0.64,123.43,strong_buy,0.82,,,True,True,Low,VeryLow,Noise,Low,Low
BHVN,2025-11-06,2.28,9.11,0.25,8.53,Gainer,BHV-7000,"Biohaven announced Phase 2 proof-of-concept study results for BHV-7000 in major depressive disorder (MDD) on December 24, 2025, which missed the primary endpoint but showed trends favoring the drug in severe depression subgroups and an acceptable safety profile.[1][4]",Clinical Data,NCT06309966,major depressive disorder,Phase 2,False,,,No,"Did not meet primary endpoint of reduction in MADRS score over 6 weeks compared to placebo, but showed trends favoring BHV-7000 in severe depression subgroups.","A Phase 2/3 Multicenter, Randomization, Double-Blind, Placebo-Controlled, Study to Evaluate the Efficacy, Safety and Tolerability of BHV-7000 in Subjects With Refractory Focal Onset Epilepsy",PHASE2/PHASE3,390.0,Focal Epilepsy,RECRUITING,Biohaven Therapeutics Ltd.,RANDOMIZED,2026-05,1490.09,11.23,260.22,4.0,0.17,0.9,20.94,none,0.82,,,True,True,Low,VeryLow,Noise,Low,Low
KALA,2025-09-30,-25.18,10.74,2.34,1.53,Loser,KPI-012,"KALA BIO announced topline results from the CHASE Phase 2b clinical trial of KPI-012 for persistent corneal epithelial defect (PCED) on September 29, 2025, which failed to meet the primary endpoint of complete healing at Week 8 and key secondary endpoints, leading to cessation of development.[1][2][4]",Clinical Data,NCT05727878,Persistent Corneal Epithelial Defect,Phase 2b,False,,,No,Failed to meet primary endpoint of complete healing of PCED at Week 8.,A Study to Evaluate Safety and Efficacy of KPI-012 Ophthalmic Solution in Participants With Persistent Corneal Epithelial Defect (PCED),PHASE2,103.0,Persistent Corneal Epithelial Defect,TERMINATED,"Combangio, Inc",RANDOMIZED,2025-09-29,346.31,0.38,21.1,7.0,0.03,0.01,,none,0.82,,,True,True,Medium,Medium,Low,Medium,Medium
ANAB,2024-12-19,-2.22,15.71,0.14,15.0,Loser,rosnilimab,"AnaptysBio (ANAB) announced on or around December 19, 2024, that its Phase 2 trial of rosnilimab in moderate-to-severe ulcerative colitis did not meet the Week 12 primary endpoint or key secondary endpoints, leading to discontinuation of the program.[1]",Clinical Data,NCT06041269,moderate-to-severe rheumatoid arthritis,Phase 2b,False,,,Yes,"All rosnilimab dose arms achieved statistically significant improvements in ACR20 and mean change in CRP versus placebo at Week 12, the primary endpoint.","A Phase 2, Randomized, Double Blind, Placebo Controlled Study to Evaluate the Efficacy and Safety of Rosnilimab in Subjects with Moderate to Severe Rheumatoid Arthritis",PHASE2,420.0,Rheumatoid Arthritis,ACTIVE_NOT_RECRUITING,"AnaptysBio, Inc.",RANDOMIZED,2024-11-29,1515.86,54.19,248.96,20.0,0.39,1.05,67.92,none,0.82,,,True,True,Low,VeryLow,Noise,Low,Low
STRO,2025-03-25,-2.6,20.41,0.13,7.5,Loser,luveltamab tazevibulin (STRO-002),"Sutro Biopharma announced expanded clinical trial data from the dose-optimization portion of the REFRαME-O1 trial with luvelta (STRO-002) in platinum-resistant ovarian cancer patients at the SGO 2025 Annual Meeting on March 15, 2025, showing consistent response rates across FRα expression levels of 25% or greater.",Clinical Data,,platinum-resistant ovarian cancer,Phase 2/3,True,REFRαME-O1 is a global phase 2/3 registration study evaluating luvelta vs. investigator's choice chemotherapy in PROC patients with FRα TPS >25%,,Unclear,"Data from dose-optimization portion showed consistent response rates across FRα expression levels of 25% or greater, supporting further study in the registration trial",,,,,,,,,301.86,18.42,167.59,9.0,0.07,0.4,21.25,none,0.55,,,False,True,Low,VeryLow,Noise,Low,Low
