ticker,event_date,market_cap_m,move_pct,close,volume,atr_pct,normalized_move,event_type,catalyst_type,abs_move,drug_name,catalyst_summary
KOD,2023-07-24,1636.1,-45.82,3.95,20508600,19.98,2.29,Loser,Clinical Data,45.82,tarcocimab tedromer,"On July 24, 2023, Kodiak Sciences announced that the DAYLIGHT Phase 3 study met its primary endpoint of non-inferior visual acuity gains for tarcocimab dosed monthly compared to aflibercept in treatment-naïve subjects with wet AMD."
NRXP,2024-05-06,55.1,45.71,3.06,9310700,18.22,2.51,Gainer,Clinical Data,45.71,NRX-101,"On May 6, 2024, NRXP announced final clinical trial results showing NRX-101 had superior safety over lurasidone in suicidal bipolar depression, including a 58% reduction in time to remission from suicidality and 76% reduction in akathisia symptoms.[4]"
PROK,2023-11-20,673.9,45.45,1.76,6342600,14.65,3.1,Gainer,Clinical Data,45.45,Rilparencel,"ProKidney (PROK) released updated interim data from a Phase 2 clinical trial in November 2023, including data from 83 patients enrolled."
REPL,2023-12-05,631.7,-45.21,6.75,13908700,18.8,2.4,Loser,Clinical Data,45.21,RP1,"On December 5, 2023, Replimune announced that RP1 failed to meet its two primary endpoints in the CERPASS trial evaluating the drug combined with cemiplimab for locally advanced or metastatic cutaneous squamous cell carcinoma, though positive data emerged from a separate study of RP1 in anti-PD1 failed non-melanoma skin cancer."
PYXS,2024-11-21,91.5,-45.03,2.1,15188100,22.86,1.97,Loser,Clinical Data,45.03,MICVO,"Pyxis Oncology (PYXS) announced positive preliminary Phase 1 data for MICVO (micvotabart pelidotin) in recurrent/metastatic head and neck squamous cell carcinoma on or around November 2024, reporting 46% confirmed ORR and 92% DCR in monotherapy and 71% ORR and 100% DCR in combination with pembrolizumab.[1][4]"
STTK,2024-10-01,248.1,-44.99,1.92,11903600,17.38,2.59,Loser,Clinical Data,44.99,SL-172154,"On October 1, 2024, Shattuck Labs announced top-line Phase 1B clinical trial results for SL-172154 showing median overall survival of 15.6 months in HR-MDS and 10.5 months in TP53m AML, which did not demonstrate clinically meaningful improvements over azacitidine alone."
VIR,2023-07-20,1264.6,-44.9,12.7,13533200,11.21,4.01,Loser,Clinical Data,44.9,VIR-2482,"Vir Biotechnology announced topline data from the Phase 2 PENINSULA trial of VIR-2482 for prevention of seasonal influenza A illness on July 20, 2023, showing it did not meet primary or secondary efficacy endpoints but was generally well tolerated with a 57% reduction in CDC-defined symptomatic illness at the highest dose."
ORGO,2025-11-07,407.4,44.73,5.63,33040200,6.13,7.29,Gainer,Clinical Data,44.73,ReNu,"Organogenesis (ORGO) announced on November 6, 2025, a successful FDA meeting confirming plans for a rolling BLA submission for ReNu based on its Phase 3 trials and other data, following a September 25, 2025, update where a trial missed its primary endpoint.[3]"
HURA,2024-11-27,94.3,44.7,5.05,3456400,13.06,3.42,Gainer,Clinical Data,44.7,HURA,"TuHURA Biosciences (HURA) announced updated clinical trial results from VISTA-101 for KVA12123 and IFx-Hu2.0 in treatment-resistant melanoma at the AACR Annual Meeting, showing 3 of 4 patients responded after prior failures, with >90% VISTA occupancy and no dose-limiting toxicities.[1]"
ACRS,2023-03-06,311.0,-44.68,7.07,15708000,14.73,3.03,Loser,Clinical Data,44.68,zunsemetinib,"On March 6, 2023, Aclaris Therapeutics, Inc. (ACRS) announced preliminary topline data for its Phase 2a clinical trial of zunsemetinib for hidradenitis suppurativa.[2]"
RLMD,2025-04-28,334.4,-44.65,0.36,15646200,31.69,1.41,Loser,Clinical Data,44.65,NDV-01,"Relmada Therapeutics announced positive Phase 2 data on April 28, 2025, showing an 85% overall response rate at 3 months and 90% of patients achieving high-grade disease-free status."
TRVI,2024-12-12,1528.5,44.58,3.6,63853000,9.16,4.87,Gainer,Clinical Data,44.58,Haduvio,"Trevi Therapeutics (TRVI) announced positive topline results from the Phase 2a RIVER trial of Haduvio for refractory chronic cough on or around December 12, 2024, showing a 57% placebo-adjusted reduction in 24-hour cough frequency (p<0.0001)."
GANX,2025-12-18,100.4,-44.44,2.25,6765400,21.09,2.11,Loser,Clinical Data,44.44,GT-02287,"Gain Therapeutics (GANX) announced positive Phase 1b clinical trial results for GT-02287 on December 18, 2025, showing a reduction in CSF glucosylsphingosine (GluSph) after 90 days of dosing in 19 of 21 Parkinson's disease participants, with 79% entering a nine-month extension."
NGNE,2024-11-12,363.9,-44.08,40.0,1991600,20.79,2.12,Loser,Clinical Data,44.08,NGN-401,"Neurogene announced interim clinical trial data for NGN-401 gene therapy for Rett syndrome on November 11, 2024, showing it was well-tolerated in seven pediatric participants with significant efficacy improvements in the first four low-dose patients and one emerging serious adverse event in a high-dose patient.[1][2][3]"
IXHL,2025-07-15,50.6,44.07,10.2,18664557,6.93,6.36,Gainer,Clinical Data,44.07,IHL-42X,"Incannex (IXHL) announced positive topline Phase 2 RePOSA trial results for IHL-42X in obstructive sleep apnea on July 30, 2025, showing up to 83% reduction in AHI, significant improvements in oxygenation and patient outcomes, and a strong safety profile.[1]"
CGTX,2024-07-29,96.2,-43.88,1.33,26486400,18.25,2.4,Loser,Clinical Data,43.88,CT1812,"Cognition Therapeutics announced positive Phase 2 SHINE trial results on July 29, 2024, showing CT1812 demonstrated approximately 40% improvement in cognitive measures versus placebo in mild-to-moderate Alzheimer's disease patients, with a favorable safety profile."
IXHL,2024-02-21,50.6,43.84,189.0,33887,9.58,4.57,Gainer,Clinical Data,43.84,IHL-42X,"Incannex Healthcare (IXHL) announced positive Phase 2 trial results for IHL-42X in obstructive sleep apnea, including up to 83% AHI reduction in the high-dose group and significant patient-reported outcomes, around February 2024."
MESO,2024-03-28,2103.1,43.55,5.01,14096500,10.58,4.12,Gainer,Clinical Data,43.55,ADI-PEG20,"Clinical trial results from the ATOMIC-meso phase 2/3 study for ADI-PEG20 (pegargiminase) combined with chemotherapy in nonepithelioid pleural mesothelioma were published in February 2024, showing significantly improved overall survival, with announcements around early 2024 but not specifically on March 28."
TVGN,2024-04-25,53.2,-43.33,0.85,328700,37.15,1.17,Loser,Clinical Data,43.33,TVGN 489,"No clinical trial data or results for TVGN were announced on or around April 25, 2024; positive Phase I results for TVGN 489 were published in Blood Advances, with announcements noted in January 2023 and later in 2025.[1][3][5]"
NGNE,2024-11-04,363.9,43.26,66.0,962500,7.14,6.06,Gainer,Clinical Data,43.26,NGN-401,"Neurogene announced interim clinical trial results for NGN-401 gene therapy for Rett syndrome on November 11, 2024, showing positive safety and efficacy data in pediatric patients, which is after the queried date of 2024-11-04."
EYPT,2024-05-06,1453.7,-43.26,11.2,9652300,19.09,2.27,Loser,Clinical Data,43.26,DURAVYU,"EyePoint Pharmaceuticals (EYPT) announced on May 6, 2024, that the Phase 2 PAVIA trial of DURAVYU in non-proliferative diabetic retinopathy did not meet its primary endpoint of ≥2-step DRSS improvement at nine months, though it showed stable or improved disease in 86% (3mg) and 80% (2mg) of patients versus 70% in control, with a favorable safety profile."
STTK,2023-12-14,248.1,43.21,6.96,21733200,9.32,4.64,Gainer,Clinical Data,43.21,SL-172154,"Shattuck Labs (STTK) announced positive initial topline data from the Phase 1A/B dose expansion clinical trial of SL-172154 in combination with azacitidine on December 13, 2023, with stock movement noted on December 14, 2023.[2][6]"
CGTX,2025-07-07,96.2,42.96,0.58,43047700,8.22,5.23,Gainer,Clinical Data,42.96,CT1812 (zervimesine),"No clinical trial data or results for CGTX were announced on or around July 7, 2025; the closest announcements were on July 16 (SHIMMER Phase 2 data presentation at AAIC) and July 21, 2025 (MAGNIFY Phase 2 masked data analysis)."
KZIA,2024-12-31,95.8,-42.9,8.85,141800,26.43,1.62,Loser,Clinical Data,42.9,paxalisib,"On December 10, 2025, Kazia Therapeutics announced preliminary clinical responses from its Phase 1b study of paxalisib combined with pembrolizumab and chemotherapy in metastatic triple-negative breast cancer, reporting two partial responses and one complete metabolic response, along with mechanistic data from the 2025 San Antonio Breast Cancer Symposium."
NBP,2025-04-14,378.2,42.9,0.96,1395000,10.53,4.07,Gainer,Clinical Data,42.9,DL-3-n-butylphthalide (NBP),"A randomized clinical trial showed NBP associated with a higher proportion of favorable 90-day functional outcomes (56.7% vs 44.0%) compared to placebo in acute ischemic stroke patients receiving reperfusion therapy, with similar serious adverse event rates.[1]"
CADL,2024-04-11,288.2,42.75,7.28,64185300,19.5,2.19,Gainer,Clinical Data,42.75,CAN-2409,"On April 11, 2024, Candel Therapeutics (CADL) announced FDA Orphan Drug Designation for CAN-2409 in pancreatic cancer, referencing positive phase 2 trial data from a March 29, 2024 cut-off showing doubled median overall survival of 28.8 months versus 12.5 months in controls.[3][1]"
ORGO,2025-05-09,407.4,-42.7,3.06,11240200,14.69,2.91,Loser,Clinical Data,42.7,ReNu®,"Organogenesis (ORGO) announced on or around May 9, 2025, that its second Phase 3 trial for ReNu® in knee osteoarthritis did not meet the primary endpoint but showed improved baseline pain reduction of -6.9 and statistically significant maintenance of function.[1]"
PRLD,2024-09-13,173.5,-42.65,2.77,2488000,19.75,2.16,Loser,Clinical Data,42.65,PRT3789,"Prelude Therapeutics announced Phase 1 trial results for PRT3789, a SMARCA2 degrader, on September 13, 2024, showing the drug was generally well-tolerated with 3 confirmed partial responses among 26 evaluable NSCLC or esophageal cancer patients."
NGNE,2024-11-18,363.9,-42.58,19.82,1998100,47.05,0.9,Loser,Clinical Data,42.58,NGN-401,"On November 18, 2024, Neurogene announced an update that the third high-dose patient in the NGN-401 clinical trial for Rett syndrome remained in critical condition due to a rare immune response, but this was a safety update rather than efficacy or results data.[1][5]"
PALI,2024-04-16,264.1,42.55,5.93,28975200,17.67,2.41,Gainer,Clinical Data,42.55,PALI-2108,
MREO,2025-07-10,59.0,-42.52,1.69,34863500,14.97,2.84,Loser,Clinical Data,42.52,setrusumab,"Mereo BioPharma (MREO) announced on July 9-10, 2025, that the Phase 3 Orbit study for setrusumab in osteogenesis imperfecta progressed to final analysis after missing the second interim primary endpoint, causing a significant stock drop, with full failure results announced later on December 29, 2025.[1][3][4][5]"
BNTC,2024-04-18,373.4,42.08,6.82,3517700,8.67,4.85,Gainer,Clinical Data,42.08,BB-301,"Benitec Biopharma (BNTC) announced positive interim clinical trial data for the first OPMD subject treated with BB-301 in its Phase 1b/2a study on April 18, 2024, showing improvements in swallowing function and subject-reported outcomes at the 90-day timepoint."
TSHA,2023-08-29,1240.9,42.02,3.38,15885300,12.49,3.36,Gainer,Clinical Data,42.02,TSHA-102,Taysha Gene Therapies cleared to dose the second patient in its Rett syndrome gene therapy trial following positive safety and efficacy results from the first patient.
ALXO,2024-08-01,276.8,-41.67,2.8,10800300,29.21,1.43,Loser,Clinical Data,41.67,evorpacept,"Phase 1b/2 trial results for evorpacept combined with zanidatamab in HER2-positive and HER2-low advanced breast cancer were announced in December 2024, with data cutoff in August 2024 showing a 55.6% objective response rate in centrally confirmed HER2-positive patients."
SABS,2023-04-18,195.2,41.56,10.9,3712920,12.42,3.34,Gainer,Clinical Data,41.56,SAB-185,"Phase 2 clinical trial results for SAB-185, a polyclonal antibody therapy for nonhospitalized adults with COVID-19, were reported in April 2023, showing it was safe and well-tolerated with trends toward faster viral clearance but no statistically significant impact on symptoms or hospitalizations in the studied cohort."
NAMS,2024-12-10,4077.0,41.41,26.19,9602500,7.14,5.8,Gainer,Clinical Data,41.41,EB613,"Entera Bio announced new clinical data from its Phase 2 trial of EB613 for postmenopausal osteoporosis at the 2025 North American Menopause Society (NAMS) annual meeting, examining the timing of intervention in postmenopausal women."
MSLE,2023-01-27,256.9,41.4,2.66,50,5.66,7.31,Gainer,Clinical Data,41.4,,
IBRX,2023-05-15,9633.0,41.23,3.22,17057600,29.95,1.38,Gainer,Clinical Data,41.23,ANKTIVA,"In 2023, ImmunityBio submitted interim analysis data from the QUILT-2.005 trial for BCG-naïve NMIBC to the FDA as requested, showing statistically significant longer duration of complete response with ANKTIVA plus BCG versus BCG alone, with results publicly presented at the AUA Annual Meeting in 2024.[1]"
SCLX,2024-03-01,57.7,-41.19,46.72,265191,19.61,2.1,Loser,Clinical Data,41.19,SP-102 (SEMDEXA),"Scilex announced on March 20, 2024, that it was seeking FDA approval for a modification of the Gloperba label, and the search results reference completed Phase 3 study results for SP-102 received in March 2022, though specific March 2024 clinical trial announcements are not detailed in these results."
TRVI,2025-03-10,1528.5,41.16,6.07,57705800,9.49,4.34,Gainer,Clinical Data,41.16,Haduvio,"Trevi Therapeutics (TRVI) announced positive topline results from its Phase 2a RIVER trial of Haduvio for refractory chronic cough on March 10, 2025, meeting the primary endpoint with a 67% reduction in 24-hour cough frequency from baseline (57% placebo-adjusted, p<0.0001).[3][5][6]"
RIGL,2023-05-17,630.6,41.09,18.2,1484490,7.03,5.85,Gainer,Clinical Data,41.09,REZLIDHIA (olutasidenib),"No clinical trial data or results for RIGL were announced on or around 2023-05-17; the closest is a peer-reviewed publication in Blood Advances of Phase 2 results for REZLIDHIA in mIDH1 R/R AML, announced by Rigel without a specified date near May 17, 2023, showing 35% CR+CRh rate and durable remissions.[1]"
SPRB,2025-09-12,58.8,40.91,12.4,75800,8.38,4.88,Gainer,Clinical Data,40.91,TA-ERT,"Spruce Biosciences (SPRB) announced integrated long-term clinical data from studies 201, 202, and 401 for TA-ERT in MPS IIIB on or around Q2 2025, showing profound reductions in CSF HS-NRE levels, stabilized cognition, and safety over five years.[1]"
BCAX,2025-05-23,919.2,-40.8,9.27,7213700,21.73,1.88,Loser,Clinical Data,40.8,ficerafusp alfa,"On May 23, 2025, Bicara Therapeutics (BCAX) announced interim clinical trial data from a Phase 1/1b trial of ficerafusp alfa, which led to an 11.88% stock drop due to less favorable results, though subsequent updates showed promising responses in HPV-negative HNSCC.[6][1]"
TVTX,2023-09-21,2665.4,-40.68,7.64,17327600,13.71,2.97,Loser,Clinical Data,40.68,FILSPARI (sparsentan),"On September 21, 2023, Travere Therapeutics announced two-year confirmatory results from the Phase 3 PROTECT Study showing FILSPARI achieved a 49.8% reduction in proteinuria at 36 weeks compared to 15.1% for irbesartan, with all topline efficacy endpoints favoring FILSPARI."
DWTX,2024-11-19,91.4,40.54,2.6,637000,21.82,1.86,Gainer,Clinical Data,40.54,IMC-2,"On November 19, 2024, Dogwood Therapeutics (DWTX) announced results from an investigator-initiated Phase 2a study showing low-dose IMC-2 (valacyclovir + celecoxib) reduced Long-COVID related fatigue and sleep disturbance compared to placebo.[7]"
ANL,2024-11-08,290.0,40.48,3.54,85900,8.42,4.81,Gainer,Clinical Data,40.48,anlotinib,No clinical trial data or results for ANL (anlotinib) were announced on or around 2024-11-08; search results show only preclinical in vitro and in vivo synergy data with pamiparib for ovarian cancer without specified announcement dates or clinical trial context.
ELTX,2024-06-28,224.2,-40.35,4.11,407100,18.91,2.13,Loser,Clinical Data,40.35,ELI-002,"On June 28, 2024, Elicio Therapeutics announced pricing of an $11.5 million underwritten public offering, and preliminary Phase 1a data for ELI-002 7P monotherapy was presented at ASCO in June 2024, demonstrating strong T cell responses and antigen spreading in patients with mutant KRAS-driven solid tumors."
QURE,2023-06-21,973.6,-40.23,11.62,10324800,13.47,2.99,Loser,Clinical Data,40.23,AMT-130,"uniQure (QURE) announced promising interim Phase I/II clinical trial data for AMT-130 gene therapy in Huntington's disease on June 21, 2023, showing trends of clinical benefit, reductions in mutant huntingtin and neurofilament light chain in low-dose patients, and a manageable safety profile despite some mixed results.[2][3][4]"
MIRA,2023-11-20,53.2,40.06,4.65,4269700,12.87,3.11,Gainer,Clinical Data,40.06,sonelokimab,"MoonLake Immunotherapeutics announced positive top-line results from the MIRA Phase 2 clinical trial in hidradenitis suppurativa (HS) in November 2023, meeting its primary endpoint of HiSCR75 with a 43% response rate for 120mg sonelokimab (29 ppt delta vs placebo, p<0.001) at week 12.[1][3]"
SPRB,2025-10-07,58.8,40.03,182.6,2076700,11.06,3.62,Gainer,Clinical Data,40.03,tralesinidase alfa (TA-ERT),"On October 7, 2025, Spruce Biosciences (SPRB) announced FDA Breakthrough Therapy Designation for TA-ERT based on integrated clinical data showing rapid, profound, and durable normalization of CSF HS-NRE biomarkers, stabilization of cortical grey matter volume, and cognitive function in children with Sanfilippo Syndrome Type B.[1][2]"
TNXP,2023-07-28,178.6,-39.89,3424.0,1497,14.55,2.74,Loser,Clinical Data,39.89,TNX-102 SL,"Tonix Pharmaceuticals (TNXP) announced topline results from the Phase 2 PREVAIL proof-of-concept study of TNX-102 SL for fibromyalgia-type Long COVID, which trended toward improvement in pain but did not meet the primary endpoint, while showing robust effects on fatigue and secondary measures; results were expected in Q3 2023 per prior updates.[1][8]"
NAMS,2024-01-10,4077.0,39.85,17.23,855400,6.52,6.12,Gainer,Clinical Data,39.85,obicetrapib,"No clinical trial data or results for NAMS were announced on or around 2024-01-10; the earliest mentioned announcement in the search results is positive topline data from the Phase 3 BROADWAY trial on December 10, 2024."
FBIOP,2023-08-17,77.3,-39.77,6.94,343200,14.47,2.75,Loser,Clinical Data,39.77,,"No clinical trial data or results were announced for FBIOP (Fortress Biotech preferred stock) specifically on or around 2023-08-17; search results mention general trial outcomes for Fortress Biotech assets and an August 2023 preclinical data report by Avenue, but lack a precise match to the date or FBIOP-specific announcements.[1][5]"
SLS,2025-01-27,839.5,39.6,1.41,19798100,9.78,4.05,Gainer,Clinical Data,39.6,SLS009,"SELLAS Life Sciences announced positive Phase 2 clinical trial results for SLS009 (tambiciclib) in relapsed/refractory AML on or around January 2025, including 8.9 months median overall survival in AML-MRC patients and 46-67% overall response rates exceeding historical benchmarks.[1][2][4]"
KZIA,2025-07-09,95.8,39.53,9.53,10698200,11.41,3.47,Gainer,Clinical Data,39.53,Paxalisib,"Kazia Therapeutics (KZIA) announced preliminary Phase 1b clinical trial results on July 9, 2025, showing a >50% reduction in circulating tumor cells in the first metastatic triple-negative breast cancer patient after one cycle of Paxalisib combined with pembrolizumab and chemotherapy.[1]"
HELP,2023-09-18,366.7,39.39,17.48,558171,5.62,7.01,Gainer,Clinical Data,39.39,,"No clinical trial data or results were announced for a trial named HELP on or around 2023-09-18; the search results reference other trials like INSIGhT (glioblastoma, announced September 18, 2023[3]), MDMA for PTSD (published September 13, 2023[1]), and pre-IND FDA responses expected by September 18, 2023 for Ropidoxuridine (Shuttle Pharma[5]), but none match HELP."
ANVS,2024-07-08,71.0,39.28,15.46,22142300,11.86,3.31,Gainer,Clinical Data,39.28,buntanetap,"Annovis Bio announced Phase III Parkinson's Disease trial results on July 2, 2024, demonstrating that buntanetap showed statistically significant improvements in motor function, non-motor activities, and cognition in early Parkinson's disease patients."
NNNN,2025-06-20,1130.6,39.27,16.1,791000,7.1,5.53,Gainer,Clinical Data,39.27,CT-868,"Phase 2 trial results for CT-868, a dual GLP-1/GIP receptor agonist, were announced showing clinically meaningful glycemic control and modest weight loss after 26 weeks of treatment at doses up to 4.0 mg, as documented in a Scribd-hosted article with a correction dated August 29, 2025."
CABA,2025-05-15,319.6,39.23,1.81,13057900,7.64,5.14,Gainer,Clinical Data,39.23,rese-cel (resecabtagene autoleucel),"Cabaletta Bio announced clinical trial data on May 15, 2025, regarding FDA alignment on a registrational pathway for rese-cel in myositis with an anticipated 2027 first BLA submission, along with plans to initiate enrollment in myositis registrational cohorts in the second half of 2025."
ALLO,2025-02-18,624.7,39.22,2.84,76197400,9.88,3.97,Gainer,Clinical Data,39.22,ALLO-329,"On February 18, 2026, Allogene Therapeutics announced FDA clearance of an IND for ALLO-329, a CAR-T therapeutic targeting CD19+ B-cells and CD70+ activated T-cells, to begin a Phase 1 clinical trial (RESOLUTION study) in rheumatology indications including systemic lupus erythematosus, lupus nephritis, idiopathic inflammatory myopathies, and systemic sclerosis."
INKT,2023-05-01,51.4,-39.11,10.9,80210,24.9,1.57,Loser,Clinical Data,39.11,agenT-797,"MiNK Therapeutics (INKT) announced promising preliminary clinical trial results for iNKT cells, including activity in severe respiratory distress and solid tumors, during their Q4 2023 earnings call around early 2024 referencing data from trials launched in 2023.[1]"
SGMT,2025-06-12,185.7,39.1,8.61,9151900,8.44,4.63,Gainer,Clinical Data,39.1,SGMT,"Sagimet Biosciences (SGMT) announced positive Phase 1 PK clinical trial results for the denifanstat and resmetirom combination on December 18, 2025, showing it was well-tolerated with no serious adverse events or discontinuations in 40 healthy adults, but no efficacy data in MASH patients.[1][2]"
NAUT,2025-11-03,305.7,39.1,1.85,2908300,13.27,2.95,Gainer,Clinical Data,39.1,,"No clinical trial data or results for NAUT or NAUTILUS were announced on or around November 3, 2025; the positive 18-month NAUTILUS trial results from NeuroPace for the RNS System in idiopathic generalized epilepsy were announced on December 8, 2025."
INKT,2024-04-04,51.4,38.86,13.4,77170,6.04,6.43,Gainer,Clinical Data,38.86,agenT-797,"Positive phase I/II clinical trial results for iNKT cell therapy (agenT-797) in COVID-19 ARDS were published in Nature Communications, showing 70% survival rate and safety, though no specific announcement date of 2024-04-04 is mentioned in available sources.[1][2]"
RCKT,2023-09-13,542.2,38.85,21.23,23716200,4.67,8.32,Gainer,Clinical Data,38.85,RP-L301,"Rocket Pharmaceuticals announced positive updated clinical data from the Phase 1 trial of RP-L301 for severe PKD at the ESGCT Annual Meeting, showing sustained efficacy in adult patients up to 36 months and hemoglobin improvement in pediatric patients up to six months, alongside FDA alignment on a Phase 2 pivotal trial design, in their Q3 2023 financial results reported around September 13, 2023."
CRDF,2023-08-08,130.7,38.85,2.18,21785200,9.17,4.24,Gainer,Clinical Data,38.85,onvansertib,Cardiff Oncology discontinued the ONSEMBLE Phase 2 randomized trial in August 2023 to shift focus to first-line RAS-mutated mCRC development in the CRDF-004 trial.
CNTB,2023-11-21,138.1,-38.83,1.26,4188500,32.77,1.19,Loser,Clinical Data,38.83,rademikibart,"Connect Biopharma (CNTB) announced positive long-term (Week 52) clinical trial data from the China pivotal trial of rademikibart in moderate-to-severe atopic dermatitis on November 21, 2023, showing maintained efficacy in responders from Week 16.[1]"
KZIA,2025-03-07,95.8,38.82,5.9,900900,9.5,4.09,Gainer,Clinical Data,38.82,paxalisib,"No clinical trial data or results for KZIA were announced on or around March 7, 2025; the closest relevant announcement on March 31, 2025, discussed launching a clinical trial for paxalisib and immunotherapy in advanced breast cancer, while key trial results were reported later in July, October, and beyond."
ELVN,2024-03-19,1762.0,38.77,17.54,667100,8.86,4.37,Gainer,Clinical Data,38.77,ELVN-001,"Enliven reported Phase 1 data on March 18, 2024, showing a 44% major molecular response rate in 16 evaluable chronic myeloid leukemia patients at the 12-week mark."
DWTX,2025-04-15,91.4,38.67,4.16,20377400,17.59,2.2,Gainer,Clinical Data,38.67,Halneuron,"Dogwood Therapeutics (DWTX) announced positive interim Phase 2b clinical trial results for Halneuron in chemotherapy-induced neuropathic pain on December 22, 2025, showing separation from placebo in pain improvement among 97 patients, not on or around April 15, 2025."
SGMO,2025-05-13,160.7,-38.67,0.46,17495700,21.12,1.83,Loser,Clinical Data,38.67,ST-920,"Sangamo Therapeutics (SGMO) presented updated clinical data from the Phase 1/2 STAAR study for ST-920 (isaralgagene civaparvovec) in Fabry disease at the 21st Annual WORLDSymposium in February 2025 and the International Congress of Inborn Errors of Metabolism 2025 (ICIEM2025) in September, showing positive eGFR slope and durable effects, though no announcements are recorded specifically on or around May 13, 2025."
FULC,2023-08-22,558.1,38.52,5.43,76540200,8.4,4.59,Gainer,Clinical Data,38.52,FTX-6058,"On August 22, 2023, the FDA lifted a clinical hold on FTX-6058, allowing Fulcrum to resume its Phase 1b trial in sickle cell disease patients, with plans to continue dosing at 12mg followed by 20mg for 12 weeks each."
PTHS,2024-04-18,85.3,-38.44,12.25,2650,22.27,1.73,Loser,Clinical Data,38.44,NNZ-2591,"Neuren Pharmaceuticals announced Phase 2 trial results for NNZ-2591 showing statistically significant improvements across all four efficacy measures specifically designed for Pitt Hopkins syndrome, with 9 out of 11 children showing clinician-assessed improvement in overall status."
IMA,2025-09-04,75.1,-38.39,8.45,350700,9.74,3.94,Loser,Clinical Data,38.39,HLX43,"In September 2025, phase 1 clinical trial updated results of HLX43 were released at the 2025 World Conference on Lung Cancer (WCLC)."
PTHS,2024-05-13,85.3,38.25,25.3,12120,8.77,4.36,Gainer,Clinical Data,38.25,NNZ-2591,"Neuren Pharmaceuticals announced Phase 2 trial results on May 27, 2024, showing that NNZ-2591 demonstrated clinically meaningful improvements in children with Pitt Hopkins syndrome across multiple efficacy measures, with 9 out of 11 children showing improvement on the Clinical Global Impression of Improvement scale."
AVTX,2023-09-15,324.0,-38.14,31.92,485734,28.84,1.32,Loser,Clinical Data,38.14,AVTX-002,"Avalo Therapeutics announced on August 10, 2023, that AVTX-002 (quisovalimab) did not meet its primary endpoint in the Phase 2 PEAK trial for non-eosinophilic asthma but showed significant LIGHT level reduction and favorable safety in a post-hoc subgroup."
MBOT,2024-06-03,161.9,38.0,1.38,151008500,10.04,3.78,Gainer,Clinical Data,38.0,LIBERTY Endovascular Robotic Surgical System,"On June 3, 2024, Microbot Medical announced FDA approval to commence its pivotal human clinical trial for the LIBERTY system, marking a major step forward in endovascular robotic surgery."
NKTX,2023-06-27,191.8,-37.97,2.81,1762500,13.18,2.88,Loser,Clinical Data,37.97,NKX101,"Nkarta, Inc. (NKTX) announced positive updated interim clinical data from its Phase 1 study of NKX101 for relapsed or refractory AML on June 27, 2023, via press release and conference call."
PROK,2025-09-11,673.9,37.96,2.98,13552400,6.43,5.91,Gainer,Clinical Data,37.96,rilparencel,"ProKidney (PROK) announced positive topline results from the Phase 2 REGEN-007 trial of rilparencel on July 8, 2025, showing a 78% improvement in eGFR slope, with full results presented at ASN Kidney Week on November 6, 2025; no announcements occurred on or around September 11, 2025."
CRBP,2023-11-30,150.4,37.94,6.69,47300,10.0,3.8,Gainer,Clinical Data,37.94,CRB-913,"Corbus Pharmaceuticals announced positive Phase 1a clinical trial results for CRB-913, an oral CB1 inverse agonist for obesity, showing it was safe and well-tolerated with a placebo-adjusted mean weight loss of 2.9% at Day 14 in obese participants."
NTHI,2025-04-02,245.0,-37.83,7.0,63700,,,Loser,Clinical Data,37.83,NEO212,"NeOnc Technologies announced near completion of Phase I enrollment for NEO212 brain cancer therapy on April 8, 2025."
KZIA,2024-07-15,95.8,-37.78,28.0,306892,35.2,1.07,Loser,Clinical Data,37.78,paxalisib,"Kazia Therapeutics (KZIA) announced positive Phase II/III clinical trial results for paxalisib in glioblastoma on July 10, 2024, showing a 3.8-month improvement in overall survival in a prespecified secondary analysis for newly diagnosed unmethylated patients."
CADL,2023-11-06,288.2,37.78,0.93,146600,10.52,3.59,Gainer,Clinical Data,37.78,CAN-2409,"Candel Therapeutics (CADL) announced initial positive interim data from its randomized phase 2 clinical trial of CAN-2409 in pancreatic cancer via an 8-K filing on November 3, 2023, with related operational disruptions noted on November 6, 2023."
DWTX,2024-11-18,91.4,-37.71,1.85,143300,27.54,1.37,Loser,Clinical Data,37.71,IMC-2,"Dogwood Therapeutics announced top-line results from an investigator-initiated Phase 2a study of low-dose IMC-2 (valacyclovir 750 mg + celecoxib 200 mg twice daily) on November 18, 2024, showing clinically meaningful reductions in Long-COVID related fatigue and sleep disturbance compared to placebo."
IKT,2024-01-24,248.6,37.67,2.96,566000,6.97,5.4,Gainer,Clinical Data,37.67,Risvodetinib,"On January 29, 2024, Inhibikase Therapeutics announced publication of Phase 1 study results for risvodetinib demonstrating favorable safety profile with no serious adverse events in healthy volunteers or worsening of symptoms in Parkinson's disease patients."
GALT,2025-06-18,192.1,37.66,3.29,5406600,7.32,5.15,Gainer,Clinical Data,37.66,belapectin,"Galectin Therapeutics announced Q2 2025 earnings results (quarter ended June 30, 2025) showing sustained liver stiffness reductions beyond 18 months and lower variceal incidence at the 2 mg dose in the NAVIGATE trial, with management planning FDA engagement later in 2025."
